15:50:22, Fri Nov 27, 2015: User: mewing, xQuest Search Submitted from /IMSB/ra/mewing/8ProteinNewXquestMods.
15:10:39, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/GU.
15:10:39, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/GC.
15:10:39, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/XGU.
15:10:41, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/XGC.
15:10:41, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/C.
15:12:32, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/X.
15:13:15, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/U.
15:13:34, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/X.
15:13:45, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/G.
15:14:16, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/GX.
15:14:16, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/U.
15:14:23, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/X.
15:14:45, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/UG.
15:14:46, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/G.
15:14:56, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/U.
15:15:13, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/UGX.
15:15:16, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/XG.
15:15:18, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/G.
15:15:41, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/XG.
15:15:42, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/C.
15:15:47, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/GU.
15:16:4, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/GU.
15:16:11, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/GC.
15:16:16, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/UGU.
15:16:25, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/XGU.
15:16:40, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/UGC.
15:16:46, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/C.
15:16:48, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/C.
15:17:9, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/GC.
15:17:10, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/A.
15:17:17, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/GC.
15:17:31, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/UGC.
15:17:39, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/AU.
15:17:47, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/XGC.
15:17:55, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/A.
15:18:7, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/AUG.
15:18:16, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/A.
15:18:17, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/AX.
15:18:36, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/AUGX.
15:18:38, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/AXG.
15:18:48, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/AU.
15:19:0, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/AXGU.
15:19:6, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/CA.
15:19:18, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/AUG.
15:19:21, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/CA.
15:19:34, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/CAU.
15:19:43, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/CAX.
15:19:48, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/AUGU.
15:20:4, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/GCA.
15:20:6, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/GCA.
15:20:18, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/CA.
15:20:28, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/CAXG.
15:20:33, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/CAUG.
15:20:48, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/CAU.
15:20:49, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/UGCA.
15:21:18, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/GCA.
15:21:48, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/XGCA.
15:22:18, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/CAUG.
16:33:38, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/X.
16:33:40, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/X.
16:33:40, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/X.
16:34:59, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/U.
16:35:0, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/U.
16:35:1, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/U.
16:35:51, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/G.
16:35:52, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/G.
16:35:53, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/G.
16:36:20, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/XG.
16:36:22, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/GX.
16:36:25, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/XG.
16:36:49, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/GU.
16:36:54, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/UG.
16:36:58, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/GU.
16:37:19, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/XGU.
16:37:24, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/UGX.
16:37:30, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/UGU.
16:37:48, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/C.
16:37:55, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/C.
16:38:1, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/C.
16:38:17, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/GC.
16:38:27, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/GC.
16:38:33, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/GC.
16:38:45, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/UGC.
16:38:57, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/UGC.
16:39:5, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/XGC.
16:39:16, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/A.
16:39:27, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/A.
16:39:38, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/A.
16:39:45, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/AX.
16:39:57, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/AU.
16:40:11, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/AU.
16:40:13, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/AXG.
16:40:27, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/AUG.
16:40:42, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/AXGU.
16:40:45, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/AUG.
16:40:58, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/AUGX.
16:41:13, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/CA.
16:41:16, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/AUGU.
16:41:29, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/CA.
16:41:42, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/CAX.
16:41:47, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/CA.
16:41:58, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/CAU.
16:42:10, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/GCA.
16:42:18, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/CAU.
16:42:28, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/GCA.
16:42:40, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/CAXG.
16:42:49, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/GCA.
16:42:58, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_7/CAUG.
16:43:9, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_5/UGCA.
16:43:20, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/XGCA.
16:43:52, Tue May 28, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_08_FOX1/FOX1_4SU_1/CAUG.
8:9:19, Tue Jun 4, 2019: User: ejensen, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/ejensen/190509_8mix_DSS_lowpH2/190509_8mix_DSS_PBS_pH7dot4_5mgmL.
12:35:15, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/U.
12:35:16, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UU.
12:35:16, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUU.
12:35:16, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUUU.
12:35:16, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/G.
12:35:16, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UG.
12:35:16, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UGU.
12:35:16, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUUG.
12:35:16, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GG.
12:35:17, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GUG.
12:35:17, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UGUG.
12:35:17, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GGUG.
12:35:17, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/C.
12:35:17, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CU.
12:35:17, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CUU.
12:35:17, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CUUU.
12:35:17, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GC.
12:35:18, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GUC.
12:35:18, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GUCU.
12:35:18, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GGC.
12:35:18, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UGGC.
12:35:18, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CC.
12:35:18, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UCC.
12:35:18, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/UUCC.
12:35:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CCG.
12:35:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CGUC.
12:35:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/GCCG.
12:35:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/CCGC.
12:35:19, Wed Jun 5, 2019: User: , xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2015_09_PTBP1/Dorn_Paper/A.
